# THIS FILE IS AUTO-GENERATED BY `rake props:update` - DO NOT EDIT
inkatakanaphoneticextensions,in_katakana_phonetic_extensions
inkawi,in_kawi
inkayahli,in_kayah_li
inkharoshthi,in_kharoshthi
inkhitansmallscript,in_khitan_small_script
inkhmer,in_khmer
inkhmersymbols,in_khmer_symbols
inkhojki,in_khojki
inkhudawadi,in_khudawadi
inlao,in_lao
inlatin1supplement,in_latin_1_supplement
inlatinextendeda,in_latin_extended_a
inlatinextendedadditional,in_latin_extended_additional
inlatinextendedb,in_latin_extended_b
inlatinextendedc,in_latin_extended_c
inlatinextendedd,in_latin_extended_d
inlatinextendede,in_latin_extended_e
inlatinextendedf,in_latin_extended_f
inlatinextendedg,in_latin_extended_g
inlepcha,in_lepcha
inletterlikesymbols,in_letterlike_symbols
inlimbu,in_limbu
inlineara,in_linear_a
inlinearbideograms,in_linear_b_ideograms
inlinearbsyllabary,in_linear_b_syllabary
inlisu,in_lisu
inlisusupplement,in_lisu_supplement
inlowsurrogates,in_low_surrogates
inlycian,in_lycian
inlydian,in_lydian
inmahajani,in_mahajani
inmahjongtiles,in_mahjong_tiles
inmakasar,in_makasar
inmalayalam,in_malayalam
inmandaic,in_mandaic
inmanichaean,in_manichaean
inmarchen,in_marchen
inmasaramgondi,in_masaram_gondi
inmathematicalalphanumericsymbols,in_mathematical_alphanumeric_symbols
inmathematicaloperators,in_mathematical_operators
inmayannumerals,in_mayan_numerals
inmedefaidrin,in_medefaidrin
inmeeteimayek,in_meetei_mayek
inmeeteimayekextensions,in_meetei_mayek_extensions
inmendekikakui,in_mende_kikakui
inmeroiticcursive,in_meroitic_cursive
inmeroitichieroglyphs,in_meroitic_hieroglyphs
inmiao,in_miao
inmiscellaneousmathematicalsymbolsa,in_miscellaneous_mathematical_symbols_a
inmiscellaneousmathematicalsymbolsb,in_miscellaneous_mathematical_symbols_b
inmiscellaneoussymbols,in_miscellaneous_symbols
inmiscellaneoussymbolsandarrows,in_miscellaneous_symbols_and_arrows
inmiscellaneoussymbolsandpictographs,in_miscellaneous_symbols_and_pictographs
inmiscellaneoustechnical,in_miscellaneous_technical
inmodi,in_modi
inmodifiertoneletters,in_modifier_tone_letters
inmongolian,in_mongolian
inmongoliansupplement,in_mongolian_supplement
inmro,in_mro
inmultani,in_multani
inmusicalsymbols,in_musical_symbols
inmyanmar,in_myanmar
inmyanmarextendeda,in_myanmar_extended_a
inmyanmarextendedb,in_myanmar_extended_b
innabataean,in_nabataean
innagmundari,in_nag_mundari
innandinagari,in_nandinagari
innewa,in_newa
innewtailue,in_new_tai_lue
innko,in_nko
innoblock,in_no_block
innumberforms,in_number_forms
innushu,in_nushu
innyiakengpuachuehmong,in_nyiakeng_puachue_hmong
inogham,in_ogham
inolchiki,in_ol_chiki
inoldhungarian,in_old_hungarian
inolditalic,in_old_italic
inoldnortharabian,in_old_north_arabian
inoldpermic,in_old_permic
inoldpersian,in_old_persian
inoldsogdian,in_old_sogdian
inoldsoutharabian,in_old_south_arabian
inoldturkic,in_old_turkic
inolduyghur,in_old_uyghur
inopticalcharacterrecognition,in_optical_character_recognition
inoriya,in_oriya
inornamentaldingbats,in_ornamental_dingbats
inosage,in_osage
inosmanya,in_osmanya
inottomansiyaqnumbers,in_ottoman_siyaq_numbers
inpahawhhmong,in_pahawh_hmong
inpalmyrene,in_palmyrene
inpaucinhau,in_pau_cin_hau
inphagspa,in_phags_pa
inphaistosdisc,in_phaistos_disc
inphoenician,in_phoenician
inphoneticextensions,in_phonetic_extensions
inphoneticextensionssupplement,in_phonetic_extensions_supplement
inplayingcards,in_playing_cards
inprivateusearea,in_private_use_area
inpsalterpahlavi,in_psalter_pahlavi
inrejang,in_rejang
inruminumeralsymbols,in_rumi_numeral_symbols
inrunic,in_runic
insamaritan,in_samaritan
insaurashtra,in_saurashtra
inscriptionalpahlavi,inscriptional_pahlavi
inscriptionalparthian,inscriptional_parthian
insharada,in_sharada
inshavian,in_shavian
inshorthandformatcontrols,in_shorthand_format_controls
insiddham,in_siddham
insinhala,in_sinhala
insinhalaarchaicnumbers,in_sinhala_archaic_numbers
insmallformvariants,in_small_form_variants
insmallkanaextension,in_small_kana_extension
insogdian,in_sogdian
insorasompeng,in_sora_sompeng
insoyombo,in_soyombo
inspacingmodifierletters,in_spacing_modifier_letters
inspecials,in_specials
insundanese,in_sundanese
insundanesesupplement,in_sundanese_supplement
insuperscriptsandsubscripts,in_superscripts_and_subscripts
insupplementalarrowsa,in_supplemental_arrows_a
insupplementalarrowsb,in_supplemental_arrows_b
insupplementalarrowsc,in_supplemental_arrows_c
insupplementalmathematicaloperators,in_supplemental_mathematical_operators
insupplementalpunctuation,in_supplemental_punctuation
insupplementalsymbolsandpictographs,in_supplemental_symbols_and_pictographs
insupplementaryprivateuseareaa,in_supplementary_private_use_area_a
insupplementaryprivateuseareab,in_supplementary_private_use_area_b
insuttonsignwriting,in_sutton_signwriting
insylotinagri,in_syloti_nagri
insymbolsandpictographsextendeda,in_symbols_and_pictographs_extended_a
insymbolsforlegacycomputing,in_symbols_for_legacy_computing
insyriac,in_syriac
insyriacsupplement,in_syriac_supplement
intagalog,in_tagalog
intagbanwa,in_tagbanwa
intags,in_tags
intaile,in_tai_le
intaitham,in_tai_tham
intaiviet,in_tai_viet
intaixuanjingsymbols,in_tai_xuan_jing_symbols
intakri,in_takri
intamil,in_tamil
intamilsupplement,in_tamil_supplement
intangsa,in_tangsa
intangut,in_tangut
intangutcomponents,in_tangut_components
intangutsupplement,in_tangut_supplement
intelugu,in_telugu
inthaana,in_thaana
inthai,in_thai
intibetan,in_tibetan
intifinagh,in_tifinagh
intirhuta,in_tirhuta
intoto,in_toto
intransportandmapsymbols,in_transport_and_map_symbols
inugaritic,in_ugaritic
inunifiedcanadianaboriginalsyllabics,in_unified_canadian_aboriginal_syllabics
inunifiedcanadianaboriginalsyllabicsextended,in_unified_canadian_aboriginal_syllabics_extended
inunifiedcanadianaboriginalsyllabicsextendeda,in_unified_canadian_aboriginal_syllabics_extended_a
invai,in_vai
invariationselectors,in_variation_selectors
invariationselectorssupplement,in_variation_selectors_supplement
invedicextensions,in_vedic_extensions
inverticalforms,in_vertical_forms
invithkuqi,in_vithkuqi
inwancho,in_wancho
inwarangciti,in_warang_citi
inyezidi,in_yezidi
inyijinghexagramsymbols,in_yijing_hexagram_symbols
inyiradicals,in_yi_radicals
inyisyllables,in_yi_syllables
inzanabazarsquare,in_zanabazar_square
inznamennymusicalnotation,in_znamenny_musical_notation
javanese,javanese
joincontrol,join_control
kaithi,kaithi
kannada,kannada
katakana,katakana
kawi,kawi
kayahli,kayah_li
kharoshthi,kharoshthi
khitansmallscript,khitan_small_script
khmer,khmer
khojki,khojki
khudawadi,khudawadi
lao,lao
latin,latin
lepcha,lepcha
letter,letter
letternumber,letter_number
limbu,limbu
lineara,linear_a
linearb,linear_b
lineseparator,line_separator
lisu,lisu
logicalorderexception,logical_order_exception
lower,lower
lowercase,lowercase
lowercaseletter,lowercase_letter
lycian,lycian
lydian,lydian
mahajani,mahajani
makasar,makasar
malayalam,malayalam
mandaic,mandaic
manichaean,manichaean
marchen,marchen
mark,mark
masaramgondi,masaram_gondi
math,math
mathsymbol,math_symbol
medefaidrin,medefaidrin
meeteimayek,meetei_mayek
mendekikakui,mende_kikakui
meroiticcursive,meroitic_cursive
meroitichieroglyphs,meroitic_hieroglyphs
miao,miao
modi,modi
modifierletter,modifier_letter
modifiersymbol,modifier_symbol
mongolian,mongolian
mro,mro
multani,multani
myanmar,myanmar
nabataean,nabataean
nagmundari,nag_mundari
nandinagari,nandinagari
newa,newa
newline,newline
newtailue,new_tai_lue
nko,nko
noncharactercodepoint,noncharacter_code_point
nonspacingmark,nonspacing_mark
number,number
nushu,nushu
nyiakengpuachuehmong,nyiakeng_puachue_hmong
ogham,ogham
olchiki,ol_chiki
oldhungarian,old_hungarian
olditalic,old_italic
oldnortharabian,old_north_arabian
oldpermic,old_permic
oldpersian,old_persian
oldsogdian,old_sogdian
oldsoutharabian,old_south_arabian
oldturkic,old_turkic
olduyghur,old_uyghur
openpunctuation,open_punctuation
oriya,oriya
osage,osage
osmanya,osmanya
other,other
otheralphabetic,other_alphabetic
otherdefaultignorablecodepoint,other_default_ignorable_code_point
othergraphemeextend,other_grapheme_extend
otheridcontinue,other_id_continue
otheridstart,other_id_start
otherletter,other_letter
otherlowercase,other_lowercase
othermath,other_math
othernumber,other_number
otherpunctuation,other_punctuation
othersymbol,other_symbol
otheruppercase,other_uppercase
pahawhhmong,pahawh_hmong
palmyrene,palmyrene
paragraphseparator,paragraph_separator
patternsyntax,pattern_syntax
patternwhitespace,pattern_white_space
paucinhau,pau_cin_hau
phagspa,phags_pa
phoenician,phoenician
prependedconcatenationmark,prepended_concatenation_mark
print,print
privateuse,private_use
psalterpahlavi,psalter_pahlavi
punct,punct
punctuation,punctuation
quotationmark,quotation_mark
radical,radical
regionalindicator,regional_indicator
rejang,rejang
runic,runic
samaritan,samaritan
saurashtra,saurashtra
sentenceterminal,sentence_terminal
separator,separator
sharada,sharada
shavian,shavian
siddham,siddham
signwriting,signwriting
sinhala,sinhala
softdotted,soft_dotted
sogdian,sogdian
sorasompeng,sora_sompeng
soyombo,soyombo
space,space
spaceseparator,space_separator
spacingmark,spacing_mark
sundanese,sundanese
surrogate,surrogate
sylotinagri,syloti_nagri
symbol,symbol
syriac,syriac
tagalog,tagalog
tagbanwa,tagbanwa
taile,tai_le
taitham,tai_tham
taiviet,tai_viet
takri,takri
tamil,tamil
tangsa,tangsa
tangut,tangut
telugu,telugu
terminalpunctuation,terminal_punctuation
thaana,thaana
thai,thai
tibetan,tibetan
tifinagh,tifinagh
tirhuta,tirhuta
titlecaseletter,titlecase_letter
toto,toto
ugaritic,ugaritic
unassigned,unassigned
unifiedideograph,unified_ideograph
unknown,unknown
upper,upper
uppercase,uppercase
uppercaseletter,uppercase_letter
vai,vai
variationselector,variation_selector
vithkuqi,vithkuqi
wancho,wancho
warangciti,warang_citi
whitespace,white_space
word,word
xdigit,xdigit
xidcontinue,xid_continue
xidstart,xid_start
xposixpunct,xposixpunct
yezidi,yezidi
yi,yi
zanabazarsquare,zanabazar_square
